Name,Street Address,City,State,Zip Code,County,Phone,Description,Resource Type,Web Link,Notes,Latitude,Longitude
Lompoc Food Pantry Catholic Charities,352 N. 2nd St.,Lompoc,CA,93436,Santa Barbara,(805) 736-6226,"Monday – Friday from 10am-11:45am, and 12:30-2pm. Walk in.",Food Pantry,http://lompocfoodpantry.org/,,34.642734,-120.446327
Lompoc High School,515 W. College Ave,Lompoc,CA,93436,Santa Barbara,,"Last Saturday of month, 8:30am. Drive-thru",Food Pantry,https://foodbanksbc.org/get-help/,,34.64865,-120.463727
New Life Church,50 E. Alamar Ave,Santa Barbara,CA,93105,Santa Barbara,805.687.1116,"3rd Tuesday each month, 1pm-2:30pm. Walk-in",Food Pantry,http://nlcsb.org/food-pantry/,,34.439816,-119.72424
"People Helping People, Santa Ines Mission",1760 Mission Drive,Solvang,CA,93463,Santa Barbara,(805) 705-9143.,"Every other Thursday 12pm-1pm (4/23)
Every Tuesday 12pm-2pm. Walk-in",Food Pantry,https://foodbanksbc.org/get-help/,,34.59349,-120.137253
Positano Apartments,11 Camino De Vida,Santa Barbara,CA,93111,Santa Barbara,,"1st and 3rd Monday each month, 3pm. Walk-in",Food Pantry,https://foodbanksbc.org/get-help/,,34.453046,-119.798472
Presidio Springs,721 Laguna St,Santa Barbara,CA,93101,Santa Barbara,,"3rd Wednesday each month, 4pm-6pm. Walk-in",Food Pantry,https://foodbanksbc.org/get-help/,,34.422991,-119.693829
Salvation Army,4849 Hollister Ave.,Santa Barbara,CA,93111,Santa Barbara,805-964-8738,"Monday, Tuesday, Thursday, Friday, 9am-12pm, 1pm-4pm
Wednesday 1pm-4pm, 5:30pm-7:30pm. Drive-thru and Walk-in",Food Pantry,https://foodbanksbc.org/get-help/,,34.43569,-119.790501
Sandpiper Apartments,375 Ellwood Beach Dr.,Goleta,CA,93117,Santa Barbara,,"1st Thursday each month, 9am. Walk-in",Food Pantry,https://foodbanksbc.org/get-help/,,34.425827,-119.88575
Santa Rita Village,926 W. Apricot Ave,Lompoc,CA,93436,Santa Barbara,,"4th Wednesday each month, 10:30am. Walk-in",Food Pantry,https://foodbanksbc.org/get-help/,,34.639989,-120.470415
St. George Community Church,1032 E Mason St.,Santa Barbara,CA,93103,Santa Barbara,(805) 679-5583,"Monday, Wednesday, Friday, 2pm–4pm. Drive-thru",Food Pantry,https://foodbanksbc.org/get-help/,,34.424228,-119.677874
St. George Ymca,889 Camino Del Sur,Isla Vista,CA,93117,Santa Barbara,(805) 685-9170,"Tuesdays, 10am-12pm. Walk-in",Food Pantry,https://foodbanksbc.org/get-help/,,34.413351,-119.863098
Ucsb,2837 UCEN,Isla Vista,CA,93106,Santa Barbara,,"Wednesday and Friday, 10am-3pm. Walk-in",Food Pantry,https://foodbanksbc.org/get-help/,,34.432896,-119.837072
United Boys & Girls Clubs,1025 W. Ocean Ave.,Lompoc,CA,93436,Santa Barbara,(805) 736-4978,"Monday, Wednesday, Friday, 1pm-3pm. Drive-thru and Walk-in",Food Pantry,https://foodbanksbc.org/get-help/,,34.639523,-120.470039
United Boys & Girls Clubs,602 W. Anapamu St.,Santa Barbara,CA,93101,Santa Barbara,805-966-2811,"Tuesdays and Thursdays , 1pm-3pm. Walk-in",Food Pantry,https://foodbanksbc.org/get-help/,,34.417088,-119.711346
United Boys & Girls Clubs,5701 Hollister Dr.,Goleta,CA,93117,Santa Barbara,805-967-1612,"Monday-Friday, 1pm-3pm. Drive-thru and Walk-in",Food Pantry,https://foodbanksbc.org/get-help/,,34.435464,-119.823361
Village Chapel,3915 Constellation,Lompoc,CA,93436,Santa Barbara,,"Last Friday of month, 3pm
Tuesdays, 10:30am-1pm. Walk-in and Drive-thru",Food Pantry,https://foodbanksbc.org/get-help/,,34.704521,-120.464859
Westside Community Center,423 W. Victoria St.,Santa Barbara,CA,93101,Santa Barbara,,"Every Monday and Wednesday, 1pm-3pm
Friday 9am-11am. Drive-thru and Walk-in",Food Pantry,https://foodbanksbc.org/get-help/,,34.419035,-119.71026
Second Harvest Food Bank Of Silicon Valley,750 Curtner Avenue,San Jose,CA,95125,Santa Clara,408-266-8866,,Food Pantry,https://www.shfb.org/,,37.291756,-121.877004
Calvary Episcopal Church,532 Center Street,Santa Cruz,CA,95060,Santa Cruz,831-423-8787,Offers a food pantry every 2nd and 4th Wednesday of each month at 10am.,Food Pantry,https://www.211santacruzcounty.org/,,36.972104,-122.027552
"Community Action Board Of Santa Cruz County, Inc.",150 Church Street,Davenport,CA,95017,Santa Cruz,831-425-8115,"Offers food distribution, distribution of donations, farm outreach, community events, volunteer opportunities, immigration services, form and application assistance, medi-cal & Calfresh assistance, computer & internet access, services for teens, homework club tutoring program, summer youth enrichment program, translation Spanish to English & English to Spanish, senior services & potlucks, information and referrals, referrals for taxes.",Food Pantry,https://cabinc.org/drsc/,,37.012378,-122.192911
Community Bridges,6134 Highway 9,Felton,CA,95018,Santa Cruz,831-335-6600,"Food Distribution: Fresh, local organic produce, protein-rich foods, whole grains and more are available to the community every Thursday from 11am to 12pm.",Food Pantry,http://communitybridges.org/mcr,,37.050124,-122.072695
Community Bridges,210 High Street,Santa Cruz,CA,95060,Santa Cruz,831-423-5747,"Food distributions are held on the 2nd and 4th Wednesdays of every month, from 3pm to 5pm. Here, we offer food tastings and demonstrations, nutrition education, medical home education, and glucose and blood pressure screenings. Anyone is welcome to attend.",Food Pantry,http://communitybridges.org/nvcr/,,36.979076,-122.030916
Community Bridges,521 Main Street Suite Y,Watsonville,CA,95076,Santa Cruz,831-724-2997,Food Distribution: Food distribution on the first Friday of the month at 10 AM.,Food Pantry,http://www.communitybridges.org,,36.91144,-121.759252
Community Bridges,1740 17th Avenue,Santa Cruz,CA,95062,Santa Cruz,831-476-7284,Food Distribution: Second Friday of every month at 11AM,Food Pantry,http://www.communitybridges.org/locr/,,36.976361,-121.982467
Food Not Bombs,850 Front Street,Santa Cruz,CA,95060,Santa Cruz,831-515-8234,"Free meals, water, books, clothing and a reliable hand washing station weekdays at Laurel and Front Streets from 1 - 6 and weekends from 4 - 6. We also provide groceries. Just arrive when hungry or in need of support. Front and Laurel Streets. 4/16/2020",Food Pantry,https://www.211santacruzcounty.org/,,36.976923,-122.026108
Holy Cross Food Pantry,210 High Street,Santa Cruz,CA,95060,Santa Cruz,831-469-0631,"Offer food to anyone in need, including homeless people, twice a month. When we have funds, we also offer emergency financial aid to those in our area.",Food Pantry,https://www.211santacruzcounty.org/,,36.979076,-122.030916
Inner Light Ministries,5630 Soquel Drive,Soquel,CA,95073,Santa Cruz,831-465-9090,We are reopening our pantry 4/2/2020 and our distribution starts at 12p Every Thursday. 4/2/2020 Serves as a Second Harvest food distribution site for people in need in Santa Cruz County. Every Thursday.,Food Pantry,http://www.innerlightministries.com,,36.986592,-121.941919
Jacob's Heart Children's Cancer Support Services,680 W Beach Street,Watsonville,CA,95076,Santa Cruz,831-724-9100,"Food deliveries, including fresh produce, nutritious food staples, grocery gift cards, cookbooks, and bi-cultural nutrition education.",Food Pantry,http://www.jacobsheart.org,,36.905161,-121.767671
New Hope Community Church,7200 Freedom Boulevard,Aptos,CA,95003,Santa Cruz,831-688-3312,"Hosts a food pantry for residents who live in Aptos. Distributes food on the last Tuesday of each month from 10-12 on a first come, first served basis.",Food Pantry,http://www.aptoschristianfellowship.com,,36.977817,-121.870467
"Pajaro Valley Loaves And Fishes, Inc.",2nd Street,Watsonville,CA,95076,Santa Cruz,831-722-4144,"Provides a free hot lunch every weekday. Offers free bags of groceries for those in need. Also offers information and referral for related services such as financial help, shelters and other basic needs.",Food Pantry,http://www.pvloavesandfishes.org,,36.962782,-121.738978
Resource Connection Food Bank,721 Main Street,Watsonville,CA,95076,Santa Cruz,209-754-1257,"Provides rent and utility assistance, and transportation. Home visits are done to determine need.",Food Pantry,https://trcac.org/the-food-bank/,,36.914527,-121.761833
Saint Vincent De Paul Society Of Santa Cruz,435 Monterey Avenue,Capitola,CA,95010,Santa Cruz,888-245-9187,"Pre-packaged food and food vouchers available at the station in the lower parking lot on Wednesday from 10 a.m. to noon. Food baskets also available on Thanksgiving, Christmas and Easter. Home visits and other assistance offered in response to the Need Line",Food Pantry,https://www.211santacruzcounty.org/,,36.978662,-121.948672
Saint Vincent De Paul Society Of Santa Cruz,515 Frederick Street,Santa Cruz,CA,95062,Santa Cruz,888-245-9187,Provides a food pantry; Tuesday and Thursday 10 am-Noon. Chickens are generally available at Thanksgiving and Christmas. Home visits and other assistance offered in response to the Need Line.rces available at the time.,Food Pantry,https://www.211santacruzcounty.org/,,36.977429,-122.004316
Saint Vincent De Paul Society Of Santa Cruz,257 Glenwood Drive,Scotts Valley,CA,95066,Santa Cruz,888-245-9187,Provides pre-packaged food and food vouchers available on Wednesdays from noon - 2pm. Home visits and other assistance offered in response to the Need Line.,Food Pantry,https://www.211santacruzcounty.org/,,37.067442,-122.006522
Santa Cruz Barrios Unidos,1817 Soquel Avenue,Santa Cruz,CA,95062,Santa Cruz,831-457-8208,"Barrios Unidos distributes fresh produce and healthy staples to Santa Cruz County low-income families and individuals and other agencies that serve those in need. For the vast majority of the families/individuals we serve, the Healthy Food Distribution program improves nutrition, stretches fixed-income dollars and provides opportunities for social connection and volunteerism.",Food Pantry,http://www.barriosunidos.net,,36.981826,-122.001025
Second Harvest Food Bank Santa Cruz County,800 Ohlone Parkway,Watsonville,CA,95076,Santa Cruz,831-662-0991,"Emergency and community food distribution, Call the community food hotline if you are a community member needing food assistance. 831-662-0991. Food distributions continue, however, some sites have closed because of shelter in place.  Call the hotline, best if call in the morning, to learn where food distributions will happen that day in your neighborhood. 3/26/2020. Operates food distributions of produce and non-perishable food items at 100 locations countywide.Supplies food to 100 local nonprofits so they don't have to source food themselves. Also provides bilingual nutrition education, CalFresh outreach and application assistance.",Food Pantry,http://www.thefoodbank.org,,36.902659,-121.77314
The Salvation Army Santa Cruz Corps Community Center,721 Laurel Street,Santa Cruz,CA,95060,Santa Cruz,831-426-8365,"Pantry & Drive thru Pantry/Shelter/Diapers/hygiene/Pastoral Care. Check facebook or call 831-426-8365 for schedule plan to operate pantry as stated above. Salvation Army's Winter Shelter Program for the Laurel Street location is up and running until 6/30/2020. The intake location for pick up for potential guests, via shuttle is in front of Housing Matters at 115 Coral Street. We encourage guests to show up by 5:45pm. For more information regarding our emergency shelter please call 831-325-7521.  4/16/2020",Food Pantry,http://www.tsagoldenstate.org,,36.968078,-122.030988
The Salvation Army Watsonville Corps,214 Union Street,Watsonville,CA,95076,Santa Cruz,831-724-3922,"ffers shelter for men and women, and free daily hot meals to anyone in need. Also offers a bag of food once a week on Tuesday or Thursday. (starting January 2019)",Food Pantry,http://www.tsagoldenstate.org,,36.909158,-121.753605
Twin Lakes Church,2701 Cabrillo College Drive Room 704,Aptos,CA,95003,Santa Cruz,831-566-3791,Provides a weekly food pantry. Distribution time varies. Call for detail.,Food Pantry,http://www.tlc.org/ministries/peoplespantry,,36.985145,-121.928582
Valley Churches United,9400 Highway 9,Ben Lomond,CA,95005,Santa Cruz,831-336-8258,"Provides the following services:
Emergency food pantry
USDA commodities surplus food and food vouchers
Emergency rental, mortgage and utility assistance
Gas vouchers
Bus passes
Holiday distributions and back to school backpacks and supplies.",Food Pantry,http://www.vcum.org,,37.089101,-122.088134
Anderson-cottonwood Christian Assistance,2979 East Center Street,Anderson,CA,96007,Shasta,530-365-4220,"Provides an emergency food bank and assistance program. Food boxes are available monthly, bread and other items every Tuesday 10am-1:45pm",Food Bank,https://na0.icarol.info/ResourceView2.aspx?First=1&country=United%20States&sp=CA&county=shasta&city=-1&org=2273&agencynum=7154980,,40.45058,-122.299976
DHCS - USDA Commodity Program Anderson,2800 Rupert Road,Anderson,CA,96007,Shasta,530-226-3071,"2nd Friday, 9-10am",Emergency Food Assistance,https://www.dignityhealth.org/north-state/locations/connected-living/services/nutrition/food-bank,,40.461835,-122.286494
DHCS - USDA Commodity Program Burney,37410 Main Street,Burney,CA,96013,Shasta,530-226-3071,"3rd Friday, 10:30-11:30am",Emergency Food Assistance,https://www.dignityhealth.org/north-state/locations/connected-living/services/nutrition/food-bank,,40.888111,-121.655182
DHCS - USDA Commodity Program Cottonwood,20595 Gas Point Road,Cottonwood,CA,96022,Shasta,530-226-3071,"1st Friday, 9-10am",Emergency Food Assistance,https://www.dignityhealth.org/north-state/locations/connected-living/services/nutrition/food-bank,,40.389134,-122.292542
DHCS - USDA Commodity Program Happy Valley,5380 Happy Valley Road,Anderson,CA,96007,Shasta,530-226-3071,"3rd Tuesday, 9-10am",Emergency Food Assistance,https://www.dignityhealth.org/north-state/locations/connected-living/services/nutrition/food-bank,,40.443493,-122.407975
DHCS - USDA Commodity Program Lakehead,1501 McConnell Avenue,Shasta Lake,CA,96019,Shasta,530-226-3071,"1st Thursday, 9-10am",Emergency Food Assistance,https://www.dignityhealth.org/north-state/locations/connected-living/services/nutrition/food-bank,,40.681688,-122.364773
DHCS - USDA Commodity Program Round Mountain,29775 Hwy 299 E.,Round Mountain,CA,96084,Shasta,530-226-3071,"3rd Friday, 9:30-10:30am",Emergency Food Assistance,https://www.dignityhealth.org/north-state/locations/connected-living/services/nutrition/food-bank,,40.786366,-121.951998
DHCS - USDA Commodity Program Shasta Lake,1501 McConnell Avenue,Shasta Lake,CA,96019,Shasta,530-226-3071,"2nd Tuesday, 9-10am",Emergency Food Assistance,https://www.dignityhealth.org/north-state/locations/connected-living/services/nutrition/food-bank,,40.681688,-122.364773
DHCS - USDA Commodity Program Shingletown,7899 Airport Way,Shingletown,CA,96088,Shasta,530-226-3071,"2nd Monday, 10:30-11:30am",Emergency Food Assistance,https://www.dignityhealth.org/north-state/locations/connected-living/services/nutrition/food-bank,,40.515573,-121.812626
Dignity Health Connected Living,100 Mercy Oaks Drive,Redding,CA,96003,Shasta,530-223-6034,"Drive thru only, from 11:30am-1pm Monday-Friday",Food Bank,https://www.dignityhealth.org/north-state/locations/connected-living,,40.617038,-122.329503
Fall River Community Food Pantry,43504 State Hwy 299 East,Fall River Mills,CA,96028,Shasta,530-336-5231,Provides food pantry for community members in need. Food distribution takes place behind Mayers Intermountain Healthcare Foundation Thrift Store Wednesdays 3:30-4pm.,Food Pantry,https://na0.icarol.info/ResourceView2.aspx?First=1&country=United%20States&sp=CA&county=shasta&city=-1&org=2273&agencynum=7155112,,41.022054,-121.42712
